timestamp,UTC time,latitude,longitude,altitude,accuracy
1572206886001,2019-10-27T20:08:06.001,40.512964809351146,-79.80460510596615,255.41335678100586,30.0
1572206887001,2019-10-27T20:08:07.001,40.51293765198487,-79.80457870297116,255.5824851989746,30.0
1572206888001,2019-10-27T20:08:08.001,40.512932706662,-79.80456780649703,255.9162254333496,30.0
1572206889001,2019-10-27T20:08:09.001,40.51291770305532,-79.80454307988268,256.82021713256836,30.0
1572206890001,2019-10-27T20:08:10.001,40.51294180102694,-79.80453511707466,257.0990867614746,30.0
1572206891001,2019-10-27T20:08:11.001,40.51300324037719,-79.80453620672208,256.6545066833496,30.0
1572206892000,2019-10-27T20:08:12.000,40.513085215390205,-79.80455674238485,255.8893699645996,30.0
1572206893000,2019-10-27T20:08:13.000,40.51317150708336,-79.80456705212575,255.8559226989746,30.0
1572206894000,2019-10-27T20:08:14.000,40.513178715520084,-79.80457903824728,254.9571189880371,30.0
1572206895000,2019-10-27T20:08:15.000,40.51322334915447,-79.80463762775045,254.77737045288086,30.0
1572206896000,2019-10-27T20:08:16.000,40.513258720785856,-79.80465992361289,254.95718002319336,30.0
1572206897000,2019-10-27T20:08:17.000,40.513315801546455,-79.80465305045229,254.82046127319336,30.0
1572206898000,2019-10-27T20:08:18.000,40.51341508518952,-79.80461524806898,255.2250633239746,30.0
1572206899000,2019-10-27T20:08:19.000,40.51350845959085,-79.80456763885897,255.8509178161621,30.0
1572206900000,2019-10-27T20:08:20.000,40.51359609238851,-79.8045193590967,255.6690330505371,30.0
1572206901000,2019-10-27T20:08:21.000,40.51358335189569,-79.80456780649703,254.9937400817871,30.0
1572206902000,2019-10-27T20:08:22.000,40.51340779293376,-79.8046451714633,255.8861961364746,30.0
1572206903000,2019-10-27T20:08:23.000,40.51336135719019,-79.80466461747866,255.9075584411621,30.0
1572206904000,2019-10-27T20:08:24.000,40.51335419066298,-79.80466981425863,255.7488670349121,30.0
1572206905000,2019-10-27T20:08:25.000,40.51335419066298,-79.80466981425863,255.23781967163086,30.0
1572206906000,2019-10-27T20:08:26.000,40.51335419066298,-79.80466981425863,255.4703025817871,30.0
1572206907000,2019-10-27T20:08:27.000,40.51330368969637,-79.80471172377449,255.2660789489746,30.0
1572206908000,2019-10-27T20:08:28.000,40.51330368969637,-79.80471172377449,255.2273826599121,30.0
1572206909000,2019-10-27T20:08:29.000,40.51323248542893,-79.80474248535913,255.13637924194336,30.0
1572206910000,2019-10-27T20:08:30.000,40.513206250072,-79.80475950062257,255.26919174194336,30.0
1572206911000,2019-10-27T20:08:31.000,40.51318257119554,-79.80476628996414,255.66958236694336,30.0
1572206912000,2019-10-27T20:08:32.000,40.51317842215347,-79.80478213176113,254.51833724975586,10.0
1572206913000,2019-10-27T20:08:33.000,40.51316916015047,-79.80478934019786,254.6548728942871,30.0
1572206914000,2019-10-27T20:08:34.000,40.513157467395544,-79.80478908874076,254.4695701599121,30.0
1572206915000,2019-10-27T20:08:35.000,40.51315943714279,-79.8047921062259,254.3145408630371,30.0
1572206916000,2019-10-27T20:08:36.000,40.5131518096109,-79.80480358943325,253.8128318786621,30.0
1572206917000,2019-10-27T20:08:37.000,40.5131547013675,-79.80482001796346,252.79922103881836,30.0
1572206918000,2019-10-27T20:08:38.000,40.5131425476079,-79.80483049534243,251.3761863708496,10.0
1572206919000,2019-10-27T20:08:39.000,40.51313781183261,-79.8048507795481,251.88759994506836,10.0
1572206920000,2019-10-27T20:08:40.000,40.513154324181855,-79.8048806191234,251.90383529663086,30.0
1572206921000,2019-10-27T20:08:41.000,40.51316823814112,-79.80489461690169,252.3059959411621,30.0
1572206922000,2019-10-27T20:08:42.000,40.51318617541391,-79.80489428162556,252.21828842163086,30.0
1572206923000,2019-10-27T20:08:43.000,40.51321626644629,-79.8048869893698,252.2450828552246,30.0
1572206924000,2019-10-27T20:08:44.000,40.513196610883355,-79.80486335240286,251.7819480895996,10.0
1572206925000,2019-10-27T20:08:45.000,40.51319405440289,-79.80485983200353,252.24831771850586,10.0
1572206926000,2019-10-27T20:08:46.000,40.513205830976844,-79.80485455140453,252.1858787536621,10.0
1572206927000,2019-10-27T20:08:47.000,40.51322531890172,-79.80485932908934,252.2428855895996,10.0
1572206928000,2019-10-27T20:08:48.000,40.513240322508395,-79.80486209511739,252.41482162475586,10.0
1572206929000,2019-10-27T20:08:49.000,40.51325159616816,-79.80485094718617,252.44485092163086,10.0
1572206930000,2019-10-27T20:08:50.000,40.51325704440522,-79.80482839986664,252.5159568786621,10.0
1572206931000,2019-10-27T20:08:51.000,40.51326161254245,-79.8048132286219,252.74746322631836,10.0
1572206932000,2019-10-27T20:08:52.000,40.51326961725998,-79.8048132286219,252.26015853881836,10.0
1572206933000,2019-10-27T20:08:53.000,40.51326961725998,-79.8048132286219,252.5618553161621,10.0
1572206934000,2019-10-27T20:08:54.000,40.51326961725998,-79.8048132286219,252.5636863708496,10.0
1572206935000,2019-10-27T20:08:55.000,40.51326961725998,-79.8048132286219,252.48916244506836,10.0
1572206936000,2019-10-27T20:08:56.000,40.51326961725998,-79.8048132286219,252.08828353881836,10.0
1572206937000,2019-10-27T20:08:57.000,40.51324371717918,-79.80477090001088,252.07253646850586,10.0
1572206938000,2019-10-27T20:08:58.000,40.5132091418286,-79.80475338183325,252.60293197631836,10.0
1572206939000,2019-10-27T20:08:59.000,40.51317569803494,-79.80473678566497,252.3416404724121,10.0
1572206940000,2019-10-27T20:09:00.000,40.513161700256646,-79.80472404517215,251.7920799255371,30.0
1572206941000,2019-10-27T20:09:01.000,40.51315667111474,-79.80471373543125,252.29421615600586,30.0
1572206942000,2019-10-27T20:09:02.000,40.51315667111474,-79.80470350950938,252.90566635131836,30.0
1572206943000,2019-10-27T20:09:03.000,40.51315063614446,-79.80469110429269,253.9246482849121,10.0
1572206944000,2019-10-27T20:09:04.000,40.513153318353474,-79.8046832253037,254.3561668395996,10.0
1572206945000,2019-10-27T20:09:05.000,40.513153318353474,-79.8046832253037,254.24502182006836,10.0
1572206946000,2019-10-27T20:09:06.000,40.513153318353474,-79.8046832253037,254.3182029724121,10.0
1572207575676,2019-10-27T20:19:35.676,40.51324754564482,-79.80449983562639,254.78201293945312,65.0
1572207584676,2019-10-27T20:19:44.676,40.51324754564482,-79.80449983562639,254.78201293945312,65.0
1572207606727,2019-10-27T20:20:06.727,40.513247547199356,-79.80449983356976,254.78201293945312,65.0
1572207607066,2019-10-27T20:20:07.066,40.51325134367249,-79.80452014403325,254.7537841796875,65.0
1572207608739,2019-10-27T20:20:08.739,40.51325158096039,-79.80452479171814,254.72982788085938,65.0
1572207613492,2019-10-27T20:20:13.492,40.513247996804346,-79.80452028773007,254.7211151123047,65.0
1572207619002,2019-10-27T20:20:19.002,40.5132519733538,-79.80452639989537,255.7925682067871,30.0
1572207620002,2019-10-27T20:20:20.002,40.5132519733538,-79.80452639989537,255.7727928161621,30.0
1572207621002,2019-10-27T20:20:21.002,40.5132519733538,-79.80452639989537,255.7670555114746,30.0
1572207622002,2019-10-27T20:20:22.002,40.5132519733538,-79.80452639989537,255.7354393005371,30.0
1572207623002,2019-10-27T20:20:23.002,40.5132519733538,-79.80452639989537,255.7409324645996,30.0
1572207624002,2019-10-27T20:20:24.002,40.5132519733538,-79.80452639989537,255.7477684020996,30.0
1572207625001,2019-10-27T20:20:25.001,40.5132519733538,-79.80452639989537,255.7472801208496,30.0
1572207626001,2019-10-27T20:20:26.001,40.5132519733538,-79.80452639989537,255.74929428100586,30.0
1572207627001,2019-10-27T20:20:27.001,40.5132519733538,-79.80452639989537,255.7752342224121,30.0
1572207628001,2019-10-27T20:20:28.001,40.5132519733538,-79.80452639989537,255.7807273864746,30.0
1572207629001,2019-10-27T20:20:29.001,40.5132519733538,-79.80452639989537,255.7943992614746,30.0
1572207630001,2019-10-27T20:20:30.001,40.5132519733538,-79.80452639989537,255.8044090270996,30.0
1572207631001,2019-10-27T20:20:31.001,40.5132519733538,-79.80452639989537,255.8099021911621,30.0
1572207632001,2019-10-27T20:20:32.001,40.5132519733538,-79.80452639989537,255.8326072692871,30.0
1572207633001,2019-10-27T20:20:33.001,40.5132519733538,-79.80452639989537,255.8163719177246,30.0
1572207634001,2019-10-27T20:20:34.001,40.5132519733538,-79.80452639989537,255.80154037475586,30.0
1572207635000,2019-10-27T20:20:35.000,40.5132519733538,-79.80452639989537,255.8081932067871,30.0
1572207636000,2019-10-27T20:20:36.000,40.5132519733538,-79.80452639989537,255.8140525817871,30.0
1572207637000,2019-10-27T20:20:37.000,40.5132519733538,-79.80452639989537,255.8130760192871,30.0
1572207638000,2019-10-27T20:20:38.000,40.5132519733538,-79.80452639989537,255.8067283630371,30.0
1572207639000,2019-10-27T20:20:39.000,40.5132519733538,-79.80452639989537,255.8224754333496,30.0
1572207640000,2019-10-27T20:20:40.000,40.5132519733538,-79.80452639989537,255.83645248413086,30.0
1572207641000,2019-10-27T20:20:41.000,40.5132519733538,-79.80452639989537,255.83523178100586,30.0
1572207642000,2019-10-27T20:20:42.000,40.5132519733538,-79.80452639989537,255.83840560913086,30.0
1572207643000,2019-10-27T20:20:43.000,40.5132519733538,-79.80452639989537,255.8355369567871,30.0
1572207644000,2019-10-27T20:20:44.000,40.5132519733538,-79.80452639989537,255.83742904663086,30.0
1572207645000,2019-10-27T20:20:45.000,40.5132519733538,-79.80452639989537,255.8387107849121,30.0
1572207646000,2019-10-27T20:20:46.000,40.5132519733538,-79.80452639989537,255.83437728881836,30.0
1572207647000,2019-10-27T20:20:47.000,40.5132519733538,-79.80452639989537,255.8340721130371,30.0
1572207648000,2019-10-27T20:20:48.000,40.5132519733538,-79.80452639989537,255.83974838256836,30.0
1572207649000,2019-10-27T20:20:49.000,40.5132519733538,-79.80452639989537,255.83193588256836,30.0
1572207650000,2019-10-27T20:20:50.000,40.5132519733538,-79.80452639989537,255.8327293395996,30.0
1572207651000,2019-10-27T20:20:51.000,40.5132519733538,-79.80452639989537,255.8422508239746,30.0
1572207652000,2019-10-27T20:20:52.000,40.5132519733538,-79.80452639989537,255.8446922302246,30.0
1572207653000,2019-10-27T20:20:53.000,40.5132519733538,-79.80452639989537,255.84792709350586,30.0
1572207654000,2019-10-27T20:20:54.000,40.5132519733538,-79.80452639989537,255.8517723083496,30.0
1572207655000,2019-10-27T20:20:55.000,40.51324392672676,-79.80458817452174,255.85671615600586,30.0
1572207656000,2019-10-27T20:20:56.000,40.51324392672676,-79.80458817452174,255.8619041442871,30.0
1572207657000,2019-10-27T20:20:57.000,40.51324392672676,-79.80458817452174,255.8558006286621,30.0
1572207658000,2019-10-27T20:20:58.000,40.51324392672676,-79.80458817452174,255.8587303161621,30.0
1572207659000,2019-10-27T20:20:59.000,40.51324392672676,-79.80458817452174,255.8548240661621,30.0
1572207660000,2019-10-27T20:21:00.000,40.51324392672676,-79.80458817452174,255.8540916442871,30.0
1572207661000,2019-10-27T20:21:01.000,40.51324392672676,-79.80458817452174,255.85830307006836,30.0
1572207662000,2019-10-27T20:21:02.000,40.51324392672676,-79.80458817452174,255.8559226989746,30.0
1572207662999,2019-10-27T20:21:02.999,40.51324392672676,-79.80458817452174,255.8578758239746,30.0
