timestamp,UTC time,latitude,longitude,altitude,accuracy
1571277801369,2019-10-17T02:03:21.369,40.51323985315945,-79.8045375196012,255.08975219726562,65.0
1571277818246,2019-10-17T02:03:38.246,40.51317316907902,-79.80458219523044,255.0,20.0
1571277850460,2019-10-17T02:04:10.460,40.51322882823194,-79.80450350657622,255.08975219726562,486.50050180293647
1571277850854,2019-10-17T02:04:10.854,40.51325138850334,-79.80449525610808,255.0120849609375,65.0
1571277857273,2019-10-17T02:04:17.273,40.513244111509124,-79.80451498803345,255.01040649414062,65.0
1571277863703,2019-10-17T02:04:23.703,40.51323524711837,-79.80452945028644,255.01136779785156,65.0
1571277870122,2019-10-17T02:04:30.122,40.51324651545716,-79.80453075429442,254.9593505859375,65.0
1571277876450,2019-10-17T02:04:36.450,40.51325729895741,-79.80451480376614,254.96853637695312,65.0
1571277882885,2019-10-17T02:04:42.885,40.51324489719577,-79.80451080636723,254.97706604003906,65.0
1571277889321,2019-10-17T02:04:49.321,40.51324136095863,-79.80450973658128,254.98333740234375,65.0
1571277895750,2019-10-17T02:04:55.750,40.51324115560526,-79.80450928033999,254.98793029785156,65.0
1571277902198,2019-10-17T02:05:02.198,40.51324246116322,-79.80449408048591,254.99151611328125,65.0
1571277908613,2019-10-17T02:05:08.613,40.51324376010415,-79.804489875375,254.9945831298828,65.0
1571278511934,2019-10-17T02:15:11.934,40.51333682071891,-79.80454245333802,254.1040496826172,65.0
1571278523274,2019-10-17T02:15:23.274,40.51328499047311,-79.80449493908857,254.74256094031364,22.163269335945543
1571278570515,2019-10-17T02:16:10.515,40.51304840222446,-79.80425150734133,254.1040496826172,677.4639001210605
1571278570892,2019-10-17T02:16:10.892,40.51326227764108,-79.80446518091819,254.90382385253906,65.0
1571278572390,2019-10-17T02:16:12.390,40.513154030815244,-79.80457635603827,258.55605697631836,50.0
1571278572999,2019-10-17T02:16:12.999,40.513154030815244,-79.80457635603827,256.8692283630371,50.0
1571278573999,2019-10-17T02:16:13.999,40.51314699001658,-79.80461415842157,257.4925193786621,30.0
1571278574999,2019-10-17T02:16:14.999,40.513126202896714,-79.80468138128501,257.3168601989746,10.0
1571278575999,2019-10-17T02:16:15.999,40.513126202896714,-79.80468138128501,257.0447654724121,10.0
1571278576999,2019-10-17T02:16:16.999,40.513126202896714,-79.80468138128501,256.7914695739746,10.0
1571278577999,2019-10-17T02:16:17.999,40.513126202896714,-79.80468138128501,256.9303855895996,10.0
1571278578999,2019-10-17T02:16:18.999,40.513126202896714,-79.80468138128501,257.97329330444336,10.0
1571278580000,2019-10-17T02:16:20.000,40.513126202896714,-79.80468138128501,258.07229232788086,10.0
1571278581000,2019-10-17T02:16:21.000,40.513126202896714,-79.80468138128501,258.44301986694336,10.0
1571278582000,2019-10-17T02:16:22.000,40.513126202896714,-79.80468138128501,258.9617576599121,10.0
1571278583000,2019-10-17T02:16:23.000,40.513126202896714,-79.80468138128501,258.99099349975586,5.0
1571278584000,2019-10-17T02:16:24.000,40.513126202896714,-79.80468138128501,259.4407615661621,5.0
1571278585000,2019-10-17T02:16:25.000,40.513126202896714,-79.80468138128501,259.47866439819336,5.0
1571278586000,2019-10-17T02:16:26.000,40.513126202896714,-79.80468138128501,259.4147605895996,5.0
1571278587000,2019-10-17T02:16:27.000,40.513126202896714,-79.80468138128501,259.4858055114746,5.0
1571278588000,2019-10-17T02:16:28.000,40.513126202896714,-79.80468138128501,259.42470932006836,5.0
1571278589000,2019-10-17T02:16:29.000,40.513126202896714,-79.80468138128501,259.4812889099121,5.0
1571278590000,2019-10-17T02:16:30.000,40.513126202896714,-79.80468138128501,259.56045150756836,5.0
1571278591000,2019-10-17T02:16:31.000,40.513126202896714,-79.80468138128501,259.57241439819336,5.0
1571278592000,2019-10-17T02:16:32.000,40.513126202896714,-79.80468138128501,259.5500144958496,5.0
1571278593000,2019-10-17T02:16:33.000,40.513126202896714,-79.80468138128501,259.65237045288086,5.0
1571278594000,2019-10-17T02:16:34.000,40.513126202896714,-79.80468138128501,259.6519432067871,5.0
1571278595000,2019-10-17T02:16:35.000,40.513126202896714,-79.80468138128501,259.6963768005371,5.0
1571278596000,2019-10-17T02:16:36.000,40.513126202896714,-79.80468138128501,259.77517318725586,5.0
1571278597000,2019-10-17T02:16:37.000,40.513126202896714,-79.80468138128501,259.70083236694336,5.0
1571278598000,2019-10-17T02:16:38.000,40.513126202896714,-79.80468138128501,259.66128158569336,5.0
1571278599000,2019-10-17T02:16:39.000,40.513126202896714,-79.80468138128501,259.54873275756836,5.0
1571278600000,2019-10-17T02:16:40.000,40.513126202896714,-79.80468138128501,259.4349021911621,5.0
1571278601000,2019-10-17T02:16:41.000,40.513126202896714,-79.80468138128501,259.4427146911621,5.0
1571278602000,2019-10-17T02:16:42.000,40.513126202896714,-79.80468138128501,259.4355125427246,5.0
1571278603000,2019-10-17T02:16:43.000,40.513126202896714,-79.80468138128501,259.4808006286621,5.0
1571278604000,2019-10-17T02:16:44.000,40.513126202896714,-79.80468138128501,259.47964096069336,5.0
1571278605000,2019-10-17T02:16:45.000,40.513126202896714,-79.80468138128501,259.4284324645996,5.0
1571278606000,2019-10-17T02:16:46.000,40.513126202896714,-79.80468138128501,259.4500389099121,5.0
1571278607000,2019-10-17T02:16:47.000,40.513126202896714,-79.80468138128501,259.50149154663086,5.0
1571278608000,2019-10-17T02:16:48.000,40.513126202896714,-79.80468138128501,259.5453758239746,5.0
1571278609000,2019-10-17T02:16:49.000,40.513126202896714,-79.80468138128501,259.55776596069336,5.0
