timestamp,UTC time,launchId,memory,battery,event,msg,d1,d2,d3,d4
1571036069273,2019-10-14T06:54:29.273,1571036058232,35,-1.0,launch,Application launch,location,1,,0
1571036069282,2019-10-14T06:54:29.282,1571036058232,36,-1.0,file_init,Init new data file,SG00110_gps_1571036069281,false,,1
1571036069283,2019-10-14T06:54:29.283,1571036058232,36,-1.0,file_init,Init new data file,SG00110_powerState_1571036069282,false,,2
1571036069289,2019-10-14T06:54:29.289,1571036058232,36,-1.0,set_timer,Set timer for 1.0 seconds,1.0,,,3
1571036072333,2019-10-14T06:54:32.333,1571036058232,41,-1.0,poll_service,Polling service,,,,4
1571036072340,2019-10-14T06:54:32.340,1571036058232,41,-1.0,collecting,Collecting Data,,,,5
1571036072341,2019-10-14T06:54:32.341,1571036058232,41,-1.0,gps_on,GPS collection on,,,,6
1571036072370,2019-10-14T06:54:32.370,1571036058232,41,0.98,powerstate_on,PowerState collection on,,,,7
1571036072383,2019-10-14T06:54:32.383,1571036058232,42,0.98,set_timer,Set timer for 59.950074195861816 seconds,59.950074195861816,,,8
1571036073327,2019-10-14T06:54:33.327,1571036058232,52,0.98,file_flush,Flushing lines to file,SG00110_gps_1571036073325,4,,9
1571036073327,2019-10-14T06:54:33.327,1571036058232,52,0.98,file_create,Create new data file,SG00110_gps_1571036073325,false,,10
1571036073327,2019-10-14T06:54:33.327,1571036058232,52,0.98,file_init,Init new data file,SG00110_gps_1571036073325,false,,11
1571036073614,2019-10-14T06:54:33.614,1571036058232,52,0.98,uploaded,Uploaded data file,SG00110_ios_log_1571015750461.csv,,,12
1571036073801,2019-10-14T06:54:33.801,1571036058232,52,0.98,uploaded,Uploaded data file,SG00110_ios_log_1571036069272.csv,,,13
1571036074050,2019-10-14T06:54:34.050,1571036058232,52,0.98,uploaded,Uploaded data file,SG00110_gps_1571036069281.csv,,,14
1571036074054,2019-10-14T06:54:34.054,1571036058232,52,0.98,upload_complete,Upload Complete,3,,,15
1571036085430,2019-10-14T06:54:45.430,1571036058232,52,0.97,file_flush,Flushing lines to file,SG00110_powerState_1571036073329,3,,16
1571036085430,2019-10-14T06:54:45.430,1571036058232,52,0.97,file_create,Create new data file,SG00110_powerState_1571036073329,false,,17
1571036095394,2019-10-14T06:54:55.394,1571036058232,52,0.96,file_flush,Flushing lines to file,SG00110_powerState_1571036073329,1,,18
1571036132365,2019-10-14T06:55:32.365,1571036058232,52,0.96,poll_service,Polling service,,,,19
1571036132366,2019-10-14T06:55:32.366,1571036058232,52,0.96,gps_off,GPS collection off,,,,20
1571036132372,2019-10-14T06:55:32.372,1571036058232,52,0.96,set_timer,Set timer for 659.9984059333801 seconds,659.9984059333801,,,21
1571036132377,2019-10-14T06:55:32.377,1571036058232,52,0.96,file_flush,Flushing lines to file,SG00110_gps_1571036073328,61,,22
1571036132377,2019-10-14T06:55:32.377,1571036058232,52,0.96,file_create,Create new data file,SG00110_gps_1571036073328,false,,23
1571036165705,2019-10-14T06:56:05.705,1571036058232,52,0.96,background,Application entered background,,,,24
1571036165756,2019-10-14T06:56:05.756,1571036058232,50,0.96,terminate,Application terminating,,,,25
1571036165764,2019-10-14T06:56:05.764,1571036058232,50,0.96,stop_collecting,Stop Collecting Data,,,,26
