timestamp,UTC time,event,level
1571101398109,2019-10-15T01:03:18.109,Charging,0.13
1571101404108,2019-10-15T01:03:24.108,Unlocked,0.13
1571101467088,2019-10-15T01:04:27.088,Locked,0.13
1571101480939,2019-10-15T01:04:40.939,Charging,0.14
1571101522152,2019-10-15T01:05:22.152,Charging,0.15
1571101583961,2019-10-15T01:06:23.961,Charging,0.16
1571101666430,2019-10-15T01:07:46.430,Charging,0.17
1571101728314,2019-10-15T01:08:48.314,Charging,0.18
1571101748855,2019-10-15T01:09:08.855,Charging,0.19
1571101810720,2019-10-15T01:10:10.720,Charging,0.2
1571101893203,2019-10-15T01:11:33.203,Charging,0.21
1571101954999,2019-10-15T01:12:34.999,Charging,0.22
1571101996214,2019-10-15T01:13:16.214,Charging,0.23
1571102037481,2019-10-15T01:13:57.481,Charging,0.24
1571102099352,2019-10-15T01:14:59.352,Charging,0.25
1571102160212,2019-10-15T01:16:00.212,Unplugged,0.25
1571102161139,2019-10-15T01:16:01.139,Unlocked,0.25
1571102168806,2019-10-15T01:16:08.806,Charging,0.25
1571102231590,2019-10-15T01:17:11.590,Charging,0.26
