timestamp,UTC time,event,level
1570835196152,2019-10-11T23:06:36.152,Unplugged,0.02
1570835215346,2019-10-11T23:06:55.346,Charging,0.02
1570835220739,2019-10-11T23:07:00.739,Charging,0.03
1570835471325,2019-10-11T23:11:11.325,Charging,0.04
1570835595294,2019-10-11T23:13:15.294,Charging,0.05
1570835780942,2019-10-11T23:16:20.942,Charging,0.06
1570836028377,2019-10-11T23:20:28.377,Charging,0.07
1570836090277,2019-10-11T23:21:30.277,Charging,0.08
1570836172704,2019-10-11T23:22:52.704,Charging,0.09
1570836255148,2019-10-11T23:24:15.148,Charging,0.1
1570836399659,2019-10-11T23:26:39.659,Charging,0.11
1570836420442,2019-10-11T23:27:00.442,Charging,0.12
1570836461689,2019-10-11T23:27:41.689,Charging,0.13
1570836482305,2019-10-11T23:28:02.305,Charging,0.14
1570836564839,2019-10-11T23:29:24.839,Charging,0.15
1570836593144,2019-10-11T23:29:53.144,Locked,0.15
1570836688367,2019-10-11T23:31:28.367,Charging,0.16
1570836729526,2019-10-11T23:32:09.526,Charging,0.17
1570836770722,2019-10-11T23:32:50.722,Charging,0.18
1570836811871,2019-10-11T23:33:31.871,Charging,0.19
1570836883894,2019-10-11T23:34:43.894,Unlocked,0.19
1570836894299,2019-10-11T23:34:54.299,Charging,0.2
1570836935481,2019-10-11T23:35:35.481,Charging,0.19
1570836945157,2019-10-11T23:35:45.157,Locked,0.19
1570836956074,2019-10-11T23:35:56.074,Charging,0.2
1570837017800,2019-10-11T23:36:57.800,Charging,0.21
1570837058981,2019-10-11T23:37:38.981,Charging,0.22
1570837100162,2019-10-11T23:38:20.162,Charging,0.23
1570837203292,2019-10-11T23:40:03.292,Charging,0.24
1570837285505,2019-10-11T23:41:25.505,Charging,0.25
