timestamp,UTC time,event,level
1571069047727,2019-10-14T16:04:07.727,Unplugged,0.31
1571069348713,2019-10-14T16:09:08.713,Locked,0.31
1571069362921,2019-10-14T16:09:22.921,Unplugged,0.3
1571069375496,2019-10-14T16:09:35.496,Unplugged,0.29
1571069396157,2019-10-14T16:09:56.157,Unplugged,0.28
1571069467390,2019-10-14T16:11:07.390,Unlocked,0.28
1571069478185,2019-10-14T16:11:18.185,Unplugged,0.27
1571069498694,2019-10-14T16:11:38.694,Unplugged,0.26
1571069519127,2019-10-14T16:11:59.127,Unplugged,0.25
1571069539597,2019-10-14T16:12:19.597,Unplugged,0.24
1571069560268,2019-10-14T16:12:40.268,Unplugged,0.23
1571069580817,2019-10-14T16:13:00.817,Unplugged,0.22
1571069601496,2019-10-14T16:13:21.496,Unplugged,0.21
1571069622283,2019-10-14T16:13:42.283,Unplugged,0.2
1571069642749,2019-10-14T16:14:02.749,Unplugged,0.19
1571069782468,2019-10-14T16:16:22.468,Locked,0.19
1571069789420,2019-10-14T16:16:29.420,Unlocked,0.19
1571069921557,2019-10-14T16:18:41.557,Locked,0.19
1571069931835,2019-10-14T16:18:51.835,Unlocked,0.19
1571069971192,2019-10-14T16:19:31.192,Unplugged,0.18
1571070029395,2019-10-14T16:20:29.395,Locked,0.18
1571070147323,2019-10-14T16:22:27.323,Unlocked,0.18
1571070166223,2019-10-14T16:22:46.223,Locked,0.18
1571070658979,2019-10-14T16:30:58.979,Unlocked,0.18
1571070688431,2019-10-14T16:31:28.431,Unplugged,0.17
1571070708835,2019-10-14T16:31:48.835,Unplugged,0.16
1571070729316,2019-10-14T16:32:09.316,Unplugged,0.15
1571070751365,2019-10-14T16:32:31.365,Locked,0.15
1571071177507,2019-10-14T16:39:37.507,Unlocked,0.15
1571071282686,2019-10-14T16:41:22.686,Unplugged,0.14
1571071303075,2019-10-14T16:41:43.075,Unplugged,0.13
1571071323557,2019-10-14T16:42:03.557,Unplugged,0.12
1571071344063,2019-10-14T16:42:24.063,Unplugged,0.11
1571071364570,2019-10-14T16:42:44.570,Unplugged,0.1
1571071385119,2019-10-14T16:43:05.119,Unplugged,0.08
1571071405624,2019-10-14T16:43:25.624,Unplugged,0.07
1571071426141,2019-10-14T16:43:46.141,Unplugged,0.06
1571071608535,2019-10-14T16:46:48.535,Locked,0.06
1571071950548,2019-10-14T16:52:30.548,Unlocked,0.06
1571072122467,2019-10-14T16:55:22.467,Locked,0.06
1571072159707,2019-10-14T16:55:59.707,Unlocked,0.06
1571072167858,2019-10-14T16:56:07.858,Locked,0.06
1571072187529,2019-10-14T16:56:27.529,Unlocked,0.06
