timestamp,UTC time,event,level
1570730405510,2019-10-10T18:00:05.510,Unplugged,0.88
1570730528446,2019-10-10T18:02:08.446,Unplugged,0.87
1570730610772,2019-10-10T18:03:30.772,Unplugged,0.86
1570730795053,2019-10-10T18:06:35.053,Unplugged,0.85
1570730856443,2019-10-10T18:07:36.443,Unplugged,0.84
1570730938666,2019-10-10T18:08:58.666,Unplugged,0.83
1570731041589,2019-10-10T18:10:41.589,Locked,0.83
1570731330093,2019-10-10T18:15:30.093,Unlocked,0.83
1570731331883,2019-10-10T18:15:31.883,Locked,0.83
1570731614923,2019-10-10T18:20:14.923,Unplugged,0.82
1570731855205,2019-10-10T18:24:15.205,Unlocked,0.82
1570731872332,2019-10-10T18:24:32.332,Locked,0.82
1570731954337,2019-10-10T18:25:54.337,Unlocked,0.82
1570732037071,2019-10-10T18:27:17.071,Locked,0.82
1570732085993,2019-10-10T18:28:05.993,Unplugged,0.81
1570732290779,2019-10-10T18:31:30.779,Unplugged,0.8
1570732674400,2019-10-10T18:37:54.400,Unlocked,0.8
1570732860622,2019-10-10T18:41:00.622,Locked,0.8
1570732926286,2019-10-10T18:42:06.286,Unplugged,0.79
1570732930195,2019-10-10T18:42:10.195,Unlocked,0.79
1570733280644,2019-10-10T18:48:00.644,Locked,0.79
1570733336127,2019-10-10T18:48:56.127,Unplugged,0.78
1570733515649,2019-10-10T18:51:55.649,Unlocked,0.78
1570733520496,2019-10-10T18:52:00.496,Unplugged,0.77
1570733541136,2019-10-10T18:52:21.136,Unplugged,0.76
1570733561805,2019-10-10T18:52:41.805,Unplugged,0.75
1570733582337,2019-10-10T18:53:02.337,Unplugged,0.74
1570733602753,2019-10-10T18:53:22.753,Unplugged,0.73
1570733623920,2019-10-10T18:53:43.920,Unplugged,0.72
1570733644303,2019-10-10T18:54:04.303,Unplugged,0.71
1570733743240,2019-10-10T18:55:43.240,Locked,0.71
1570733743323,2019-10-10T18:55:43.323,Unlocked,0.71
1570733808264,2019-10-10T18:56:48.264,Unplugged,0.7
