timestamp,UTC time,event,level
1571048108245,2019-10-14T10:15:08.245,Unplugged,0.86
1571048218278,2019-10-14T10:16:58.278,Unlocked,0.86
1571048292603,2019-10-14T10:18:12.603,Unplugged,0.85
1571048313107,2019-10-14T10:18:33.107,Unplugged,0.84
1571048395073,2019-10-14T10:19:55.073,Unplugged,0.83
1571048415611,2019-10-14T10:20:15.611,Unplugged,0.82
1571048579659,2019-10-14T10:22:59.659,Unplugged,0.81
1571048743717,2019-10-14T10:25:43.717,Unplugged,0.8
1571048918129,2019-10-14T10:28:38.129,Locked,0.8
1571048969232,2019-10-14T10:29:29.232,Unplugged,0.79
1571049317454,2019-10-14T10:35:17.454,Unplugged,0.78
1571049455654,2019-10-14T10:37:35.654,Unlocked,0.78
1571049487001,2019-10-14T10:38:07.001,Locked,0.78
1571049523138,2019-10-14T10:38:43.138,Unlocked,0.78
1571049538842,2019-10-14T10:38:58.842,Locked,0.78
1571049645205,2019-10-14T10:40:45.205,Unplugged,0.77
1571050215303,2019-10-14T10:50:15.303,Unlocked,0.77
1571050300500,2019-10-14T10:51:40.500,Unplugged,0.76
1571050341520,2019-10-14T10:52:21.520,Unplugged,0.75
1571050362035,2019-10-14T10:52:42.035,Unplugged,0.74
1571050475420,2019-10-14T10:54:35.420,Locked,0.74
1571050538704,2019-10-14T10:55:38.704,Unlocked,0.74
