timestamp,UTC time,event,level
1570734054027,2019-10-10T19:00:54.027,Unplugged,0.69
1570734115479,2019-10-10T19:01:55.479,Unplugged,0.68
1570734135962,2019-10-10T19:02:15.962,Unplugged,0.67
1570734341107,2019-10-10T19:05:41.107,Unplugged,0.66
1570734361529,2019-10-10T19:06:01.529,Unplugged,0.65
1570734374439,2019-10-10T19:06:14.439,Locked,0.65
1570734385933,2019-10-10T19:06:25.933,Unlocked,0.65
1570734402496,2019-10-10T19:06:42.496,Unplugged,0.64
1570734443503,2019-10-10T19:07:23.503,Unplugged,0.63
1570734464104,2019-10-10T19:07:44.104,Unplugged,0.62
1570734629624,2019-10-10T19:10:29.624,Unplugged,0.61
1570734629639,2019-10-10T19:10:29.639,Locked,0.61
1570734670343,2019-10-10T19:11:10.343,Unlocked,0.61
1570734690668,2019-10-10T19:11:30.668,Unplugged,0.6
1570734711181,2019-10-10T19:11:51.181,Unplugged,0.58
1570734768719,2019-10-10T19:12:48.719,Locked,0.58
1570735489630,2019-10-10T19:24:49.630,Unplugged,0.57
1570735504172,2019-10-10T19:25:04.172,Unlocked,0.57
1570735752545,2019-10-10T19:29:12.545,Locked,0.57
1570735843504,2019-10-10T19:30:43.504,Unlocked,0.57
1570735877276,2019-10-10T19:31:17.276,Locked,0.57
1570735898487,2019-10-10T19:31:38.487,Unlocked,0.57
1570735899328,2019-10-10T19:31:39.328,Unplugged,0.56
1570736021016,2019-10-10T19:33:41.016,Locked,0.56
1570736039642,2019-10-10T19:33:59.642,Unlocked,0.56
