timestamp,UTC time,event,level
1570510845427,2019-10-08T05:00:45.427,Unplugged,0.34
1570510947872,2019-10-08T05:02:27.872,Unplugged,0.33
1570511050357,2019-10-08T05:04:10.357,Unplugged,0.32
1570511111818,2019-10-08T05:05:11.818,Unplugged,0.31
1570511173265,2019-10-08T05:06:13.265,Unplugged,0.3
1570511296163,2019-10-08T05:08:16.163,Unplugged,0.29
1570511460198,2019-10-08T05:11:00.198,Unplugged,0.28
1570511542129,2019-10-08T05:12:22.129,Unplugged,0.27
1570511603590,2019-10-08T05:13:23.590,Unplugged,0.26
1570511624114,2019-10-08T05:13:44.114,Unplugged,0.25
1570511931581,2019-10-08T05:18:51.581,Unplugged,0.24
1570512321548,2019-10-08T05:25:21.548,Unplugged,0.23
1570512444480,2019-10-08T05:27:24.480,Unplugged,0.22
1570512670071,2019-10-08T05:31:10.071,Unplugged,0.21
1570512690487,2019-10-08T05:31:30.487,Unplugged,0.2
1570512833879,2019-10-08T05:33:53.879,Unplugged,0.19
1570512854368,2019-10-08T05:34:14.368,Unplugged,0.18
1570513428265,2019-10-08T05:43:48.265,Unplugged,0.17
1570513448740,2019-10-08T05:44:08.740,Unplugged,0.16
1570513469240,2019-10-08T05:44:29.240,Unplugged,0.15
1570513940781,2019-10-08T05:52:20.781,Unplugged,0.14
1570513961363,2019-10-08T05:52:41.363,Unplugged,0.13
1570513981763,2019-10-08T05:53:01.763,Unplugged,0.12
1570514391579,2019-10-08T05:59:51.579,Unplugged,0.11
