timestamp,UTC time,event,level
1570497087113,2019-10-08T01:11:27.113,Unplugged,0.4
1570497107527,2019-10-08T01:11:47.527,Unplugged,0.39
1570497476649,2019-10-08T01:17:56.649,Unplugged,0.38
1570497496938,2019-10-08T01:18:16.938,Unplugged,0.37
1570497989656,2019-10-08T01:26:29.656,Unplugged,0.36
1570498010006,2019-10-08T01:26:50.006,Unplugged,0.35
1570498030448,2019-10-08T01:27:10.448,Unplugged,0.34
1570498235325,2019-10-08T01:30:35.325,Unplugged,0.33
1570498255871,2019-10-08T01:30:55.871,Unplugged,0.32
1570498276381,2019-10-08T01:31:16.381,Unplugged,0.31
1570498522261,2019-10-08T01:35:22.261,Unplugged,0.3
1570498550020,2019-10-08T01:35:50.020,Locked,0.3
1570498574440,2019-10-08T01:36:14.440,Unlocked,0.3
1570498583698,2019-10-08T01:36:23.698,Unplugged,0.29
1570498604199,2019-10-08T01:36:44.199,Unplugged,0.28
1570498645127,2019-10-08T01:37:25.127,Unplugged,0.27
1570498665601,2019-10-08T01:37:45.601,Unplugged,0.26
1570498727144,2019-10-08T01:38:47.144,Unplugged,0.25
1570498829419,2019-10-08T01:40:29.419,Unplugged,0.24
1570498849990,2019-10-08T01:40:49.990,Unplugged,0.23
1570499444379,2019-10-08T01:50:44.379,Unplugged,0.22
1570499464694,2019-10-08T01:51:04.694,Unplugged,0.21
1570499874642,2019-10-08T01:57:54.642,Unplugged,0.2
