timestamp,UTC time,event,level
1570644251678,2019-10-09T18:04:11.678,Unplugged,0.6
1570644477021,2019-10-09T18:07:57.021,Unplugged,0.59
1570644497783,2019-10-09T18:08:17.783,Unplugged,0.58
1570644518102,2019-10-09T18:08:38.102,Unplugged,0.57
1570644538579,2019-10-09T18:08:58.579,Unplugged,0.56
1570644559090,2019-10-09T18:09:19.090,Unplugged,0.55
1570644579573,2019-10-09T18:09:39.573,Unplugged,0.54
1570644589753,2019-10-09T18:09:49.753,Locked,0.54
1570644630766,2019-10-09T18:10:30.766,Unlocked,0.54
1570644760641,2019-10-09T18:12:40.641,Locked,0.54
1570644764482,2019-10-09T18:12:44.482,Unplugged,0.53
1570644879175,2019-10-09T18:14:39.175,Unlocked,0.53
1570644907878,2019-10-09T18:15:07.878,Unplugged,0.52
1570645080319,2019-10-09T18:18:00.319,Locked,0.52
1570645394728,2019-10-09T18:23:14.728,Unlocked,0.52
1570645461261,2019-10-09T18:24:21.261,Unplugged,0.51
1570645476078,2019-10-09T18:24:36.078,Locked,0.51
1570645930506,2019-10-09T18:32:10.506,Unlocked,0.51
1570645952811,2019-10-09T18:32:32.811,Unplugged,0.5
1570645973310,2019-10-09T18:32:53.310,Unplugged,0.49
1570645987303,2019-10-09T18:33:07.303,Locked,0.49
1570646506150,2019-10-09T18:41:46.150,Unplugged,0.48
1570646643653,2019-10-09T18:44:03.653,Unlocked,0.48
1570646862939,2019-10-09T18:47:42.939,Locked,0.48
1570646863725,2019-10-09T18:47:43.725,Unlocked,0.48
1570646874895,2019-10-09T18:47:54.895,Unplugged,0.47
1570646909975,2019-10-09T18:48:29.975,Locked,0.47
1570647223329,2019-10-09T18:53:43.329,Unplugged,0.46
