timestamp,UTC time,event,level
1570381312604,2019-10-06T17:01:52.604,Unlocked,0.85
1570381322350,2019-10-06T17:02:02.350,Unplugged,0.84
1570381335708,2019-10-06T17:02:15.708,Locked,0.84
1570381342887,2019-10-06T17:02:22.887,Unplugged,0.83
1570382340357,2019-10-06T17:19:00.357,Unlocked,0.83
1570382346678,2019-10-06T17:19:06.678,Unplugged,0.82
1570382367058,2019-10-06T17:19:27.058,Unplugged,0.81
1570382381849,2019-10-06T17:19:41.849,Locked,0.81
1570382537421,2019-10-06T17:22:17.421,Unlocked,0.81
1570382593160,2019-10-06T17:23:13.160,Unplugged,0.8
1570382613517,2019-10-06T17:23:33.517,Unplugged,0.79
1570382756992,2019-10-06T17:25:56.992,Unplugged,0.78
1570382777472,2019-10-06T17:26:17.472,Unplugged,0.77
1570382798387,2019-10-06T17:26:38.387,Locked,0.77
1570382840341,2019-10-06T17:27:20.341,Unlocked,0.77
1570382852020,2019-10-06T17:27:32.020,Locked,0.77
1570382903473,2019-10-06T17:28:23.473,Unlocked,0.77
1570382924096,2019-10-06T17:28:44.096,Locked,0.77
1570383538503,2019-10-06T17:38:58.503,Unlocked,0.77
1570383741616,2019-10-06T17:42:21.616,Unplugged,0.76
1570383761967,2019-10-06T17:42:41.967,Unplugged,0.75
1570383839739,2019-10-06T17:43:59.739,Locked,0.75
1570384045823,2019-10-06T17:47:25.823,Unlocked,0.75
1570384110190,2019-10-06T17:48:30.190,Unplugged,0.74
1570384274109,2019-10-06T17:51:14.109,Unplugged,0.73
1570384520266,2019-10-06T17:55:20.266,Unplugged,0.72
1570384540485,2019-10-06T17:55:40.485,Unplugged,0.71
