timestamp,UTC time,event,level
1570402864964,2019-10-06T23:01:04.964,Unplugged,0.63
1570403049210,2019-10-06T23:04:09.210,Unplugged,0.62
1570403069694,2019-10-06T23:04:29.694,Unplugged,0.61
1570403090144,2019-10-06T23:04:50.144,Unplugged,0.59
1570403397375,2019-10-06T23:09:57.375,Unplugged,0.58
1570403417846,2019-10-06T23:10:17.846,Unplugged,0.57
1570403561293,2019-10-06T23:12:41.293,Unplugged,0.56
1570403581680,2019-10-06T23:13:01.680,Unplugged,0.55
1570403663651,2019-10-06T23:14:23.651,Unplugged,0.54
1570403848082,2019-10-06T23:17:28.082,Unplugged,0.53
1570404172288,2019-10-06T23:22:52.288,Locked,0.53
1570404181818,2019-10-06T23:23:01.818,Unlocked,0.53
1570404196439,2019-10-06T23:23:16.439,Unplugged,0.52
1570404216944,2019-10-06T23:23:36.944,Unplugged,0.51
1570404278408,2019-10-06T23:24:38.408,Unplugged,0.5
1570404339887,2019-10-06T23:25:39.887,Unplugged,0.49
1570404360409,2019-10-06T23:26:00.409,Unplugged,0.48
1570404380897,2019-10-06T23:26:20.897,Unplugged,0.47
1570404401394,2019-10-06T23:26:41.394,Unplugged,0.46
1570404667743,2019-10-06T23:31:07.743,Unplugged,0.45
1570404893368,2019-10-06T23:34:53.368,Unplugged,0.44
1570404913696,2019-10-06T23:35:13.696,Unplugged,0.43
1570404954856,2019-10-06T23:35:54.856,Unplugged,0.42
1570405119560,2019-10-06T23:38:39.560,Unplugged,0.41
1570405242523,2019-10-06T23:40:42.523,Unplugged,0.4
1570405263057,2019-10-06T23:41:03.057,Unplugged,0.39
1570405385990,2019-10-06T23:43:05.990,Unplugged,0.38
1570405640333,2019-10-06T23:47:20.333,Charging,0.38
1570405660995,2019-10-06T23:47:40.995,Charging,0.39
1570405681660,2019-10-06T23:48:01.660,Charging,0.38
1570405805746,2019-10-06T23:50:05.746,Charging,0.39
1570405867949,2019-10-06T23:51:07.949,Charging,0.4
1570405888457,2019-10-06T23:51:28.457,Charging,0.41
1570405950380,2019-10-06T23:52:30.380,Charging,0.42
1570406115950,2019-10-06T23:55:15.950,Charging,0.43
1570406218812,2019-10-06T23:56:58.812,Charging,0.44
1570406321968,2019-10-06T23:58:41.968,Charging,0.45
