timestamp,UTC time,event,level
1571072515095,2019-10-14T17:01:55.095,Locked,0.06
1571072536527,2019-10-14T17:02:16.527,Unlocked,0.06
1571072660657,2019-10-14T17:04:20.657,Locked,0.06
1571072816517,2019-10-14T17:06:56.517,Unlocked,0.06
1571072861331,2019-10-14T17:07:41.331,Locked,0.06
1571072954936,2019-10-14T17:09:14.936,Unlocked,0.06
1571073168171,2019-10-14T17:12:48.171,Unplugged,0.05
1571073208951,2019-10-14T17:13:28.951,Unplugged,0.04
1571073269283,2019-10-14T17:14:29.283,Locked,0.04
1571073316581,2019-10-14T17:15:16.581,Unlocked,0.04
1571073331858,2019-10-14T17:15:31.858,Unplugged,0.03
1571073451329,2019-10-14T17:17:31.329,Locked,0.03
1571073821958,2019-10-14T17:23:41.958,Unlocked,0.03
1571073927890,2019-10-14T17:25:27.890,Unplugged,0.02
1571074020470,2019-10-14T17:27:00.470,Locked,0.02
1571074161913,2019-10-14T17:29:21.913,Unlocked,0.02
1571074195069,2019-10-14T17:29:55.069,Unplugged,0.01
1571074215702,2019-10-14T17:30:15.702,Unplugged,0.0
1571074309702,2019-10-14T17:31:49.702,Charging,0.0
1571074314714,2019-10-14T17:31:54.714,Charging,0.01
1571074335659,2019-10-14T17:32:15.659,Charging,0.02
1571074356618,2019-10-14T17:32:36.618,Charging,0.03
1571074539471,2019-10-14T17:35:39.471,Charging,0.04
1571074726060,2019-10-14T17:38:46.060,Charging,0.05
1571075055984,2019-10-14T17:44:15.984,Charging,0.06
1571075179776,2019-10-14T17:46:19.776,Charging,0.07
1571075324384,2019-10-14T17:48:44.384,Charging,0.08
1571075407097,2019-10-14T17:50:07.097,Charging,0.09
1571075468762,2019-10-14T17:51:08.762,Charging,0.1
1571075551276,2019-10-14T17:52:31.276,Charging,0.11
1571075571814,2019-10-14T17:52:51.814,Charging,0.12
1571075592431,2019-10-14T17:53:12.431,Charging,0.13
1571075613047,2019-10-14T17:53:33.047,Charging,0.14
1571075633637,2019-10-14T17:53:53.637,Charging,0.15
1571075758217,2019-10-14T17:55:58.217,Charging,0.16
1571075779001,2019-10-14T17:56:19.001,Charging,0.15
1571075799721,2019-10-14T17:56:39.721,Charging,0.16
1571075820465,2019-10-14T17:57:00.465,Charging,0.17
1571075841158,2019-10-14T17:57:21.158,Charging,0.16
1571075944378,2019-10-14T17:59:04.378,Charging,0.17
