timestamp,UTC time,event,level
1571098796120,2019-10-15T00:19:56.120,Charging,0.03
1571098838819,2019-10-15T00:20:38.819,Charging,0.04
1571098901474,2019-10-15T00:21:41.474,Charging,0.05
1571099213676,2019-10-15T00:26:53.676,Charging,0.06
1571099365281,2019-10-15T00:29:25.281,Locked,0.06
1571099378745,2019-10-15T00:29:38.745,Charging,0.07
1571099380214,2019-10-15T00:29:40.214,Unlocked,0.07
1571099523144,2019-10-15T00:32:03.144,Charging,0.08
1571099626347,2019-10-15T00:33:46.347,Charging,0.09
1571099652541,2019-10-15T00:34:12.541,Unplugged,0.09
1571099714553,2019-10-15T00:35:14.553,Unplugged,0.08
1571099735026,2019-10-15T00:35:35.026,Unplugged,0.07
1571099751034,2019-10-15T00:35:51.034,Unplugged,0.06
1571099751034,2019-10-15T00:35:51.034,Charging,0.06
1571099772071,2019-10-15T00:36:12.071,Charging,0.07
1571099792654,2019-10-15T00:36:32.654,Charging,0.08
1571099854701,2019-10-15T00:37:34.701,Charging,0.09
1571099979067,2019-10-15T00:39:39.067,Charging,0.1
1571099983295,2019-10-15T00:39:43.295,Locked,0.1
1571100061499,2019-10-15T00:41:01.499,Charging,0.11
1571100082073,2019-10-15T00:41:22.073,Charging,0.12
1571100102664,2019-10-15T00:41:42.664,Charging,0.13
1571100164395,2019-10-15T00:42:44.395,Charging,0.14
1571100175076,2019-10-15T00:42:55.076,Unplugged,0.14
1571101077024,2019-10-15T00:57:57.024,Unplugged,0.13
