timestamp,UTC time,event,level
1571263255509,2019-10-16T22:00:55.509,Charging,0.59
1571263338071,2019-10-16T22:02:18.071,Charging,0.6
1571263441210,2019-10-16T22:04:01.210,Charging,0.61
1571263544493,2019-10-16T22:05:44.493,Charging,0.62
1571263627041,2019-10-16T22:07:07.041,Charging,0.63
1571263750915,2019-10-16T22:09:10.915,Charging,0.64
1571263853982,2019-10-16T22:10:53.982,Charging,0.65
1571263936497,2019-10-16T22:12:16.497,Charging,0.66
1571264039604,2019-10-16T22:13:59.604,Charging,0.67
1571264143509,2019-10-16T22:15:43.509,Charging,0.68
1571264246734,2019-10-16T22:17:26.734,Charging,0.69
1571264349842,2019-10-16T22:19:09.842,Charging,0.7
1571264432185,2019-10-16T22:20:32.185,Charging,0.71
1571264534940,2019-10-16T22:22:14.940,Charging,0.72
1571264586424,2019-10-16T22:23:06.424,Locked,0.72
1571264617046,2019-10-16T22:23:37.046,Charging,0.73
1571264678553,2019-10-16T22:24:38.553,Charging,0.74
1571264760650,2019-10-16T22:26:00.650,Charging,0.75
1571264842744,2019-10-16T22:27:22.744,Charging,0.76
1571264904342,2019-10-16T22:28:24.342,Charging,0.77
1571264912096,2019-10-16T22:28:32.096,Unplugged,0.77
1571264912434,2019-10-16T22:28:32.434,Unlocked,0.77
1571264920030,2019-10-16T22:28:40.030,Charging,0.77
1571265023738,2019-10-16T22:30:23.738,Charging,0.78
1571265147434,2019-10-16T22:32:27.434,Charging,0.79
1571265164607,2019-10-16T22:32:44.607,Locked,0.79
1571265209001,2019-10-16T22:33:29.001,Charging,0.8
1571265291093,2019-10-16T22:34:51.093,Charging,0.81
1571265373198,2019-10-16T22:36:13.198,Charging,0.82
1571265475782,2019-10-16T22:37:55.782,Charging,0.83
1571265528690,2019-10-16T22:38:48.690,Unplugged,0.83
1571265539717,2019-10-16T22:38:59.717,Charging,0.83
1571265573978,2019-10-16T22:39:33.978,Unlocked,0.83
1571265581082,2019-10-16T22:39:41.082,Charging,0.84
1571265651540,2019-10-16T22:40:51.540,Locked,0.84
1571265699254,2019-10-16T22:41:39.254,Unlocked,0.84
1571265704284,2019-10-16T22:41:44.284,Charging,0.85
1571265796859,2019-10-16T22:43:16.859,Locked,0.85
1571265807010,2019-10-16T22:43:27.010,Charging,0.86
1571265889146,2019-10-16T22:44:49.146,Charging,0.87
1571265900197,2019-10-16T22:45:00.197,Unlocked,0.87
1571265956552,2019-10-16T22:45:56.552,Locked,0.87
1571265991773,2019-10-16T22:46:31.773,Charging,0.88
1571266094430,2019-10-16T22:48:14.430,Charging,0.89
1571266163541,2019-10-16T22:49:23.541,Unlocked,0.89
1571266176527,2019-10-16T22:49:36.527,Charging,0.9
1571266279421,2019-10-16T22:51:19.421,Charging,0.91
1571266423272,2019-10-16T22:53:43.272,Charging,0.92
1571266451844,2019-10-16T22:54:11.844,Locked,0.92
1571266458087,2019-10-16T22:54:18.087,Unlocked,0.92
1571266526075,2019-10-16T22:55:26.075,Charging,0.93
1571266669903,2019-10-16T22:57:49.903,Charging,0.94
