timestamp,UTC time,event,level
1571871660275,2019-10-23T23:01:00.275,Unplugged,0.24
1571871680754,2019-10-23T23:01:20.754,Unplugged,0.23
1571871701255,2019-10-23T23:01:41.255,Unplugged,0.22
1571871947386,2019-10-23T23:05:47.386,Unplugged,0.21
1571871988404,2019-10-23T23:06:28.404,Unplugged,0.2
1571872152396,2019-10-23T23:09:12.396,Unplugged,0.19
1571872234372,2019-10-23T23:10:34.372,Unplugged,0.18
1571872432442,2019-10-23T23:13:52.442,Locked,0.18
1571872466792,2019-10-23T23:14:26.792,Unlocked,0.18
1571872582483,2019-10-23T23:16:22.483,Unplugged,0.17
1571872643909,2019-10-23T23:17:23.909,Unplugged,0.16
1571872705344,2019-10-23T23:18:25.344,Unplugged,0.15
1571872818831,2019-10-23T23:20:18.831,Locked,0.15
1571872828241,2019-10-23T23:20:28.241,Unlocked,0.15
1571872870331,2019-10-23T23:21:10.331,Unplugged,0.14
1571872890827,2019-10-23T23:21:30.827,Unplugged,0.13
1571872952316,2019-10-23T23:22:32.316,Unplugged,0.12
1571873103892,2019-10-23T23:25:03.892,Charging,0.12
1571873124623,2019-10-23T23:25:24.623,Charging,0.13
1571873145271,2019-10-23T23:25:45.271,Charging,0.12
1571873186491,2019-10-23T23:26:26.491,Charging,0.13
1571873289468,2019-10-23T23:28:09.468,Charging,0.14
1571873351424,2019-10-23T23:29:11.424,Charging,0.15
1571873475114,2019-10-23T23:31:15.114,Charging,0.16
1571873578166,2019-10-23T23:32:58.166,Charging,0.17
1571873701908,2019-10-23T23:35:01.908,Charging,0.18
1571873784413,2019-10-23T23:36:24.413,Charging,0.19
1571873866756,2019-10-23T23:37:46.756,Charging,0.2
1571873990593,2019-10-23T23:39:50.593,Charging,0.21
1571874073229,2019-10-23T23:41:13.229,Charging,0.22
1571874197042,2019-10-23T23:43:17.042,Charging,0.23
1571874238246,2019-10-23T23:43:58.246,Charging,0.24
1571874320812,2019-10-23T23:45:20.812,Charging,0.25
1571874465381,2019-10-23T23:47:45.381,Charging,0.26
1571874531565,2019-10-23T23:48:51.565,Unplugged,0.26
1571874696455,2019-10-23T23:51:36.455,Unplugged,0.25
1571874901183,2019-10-23T23:55:01.183,Locked,0.25
1571874916092,2019-10-23T23:55:16.092,Unlocked,0.25
1571874962763,2019-10-23T23:56:02.763,Unplugged,0.24
1571875188078,2019-10-23T23:59:48.078,Unplugged,0.23
