timestamp,UTC time,event,level
1570406425451,2019-10-07T00:00:25.451,Charging,0.46
1570406521254,2019-10-07T00:02:01.254,Unplugged,0.46
1570406530158,2019-10-07T00:02:10.158,Charging,0.46
1570406592051,2019-10-07T00:03:12.051,Charging,0.47
1570406674593,2019-10-07T00:04:34.593,Charging,0.48
1570406777742,2019-10-07T00:06:17.742,Charging,0.49
1570406860321,2019-10-07T00:07:40.321,Charging,0.5
1570406942717,2019-10-07T00:09:02.717,Charging,0.51
1570407025227,2019-10-07T00:10:25.227,Charging,0.52
1570407169518,2019-10-07T00:12:49.518,Charging,0.53
1570407251992,2019-10-07T00:14:11.992,Charging,0.54
1570407334468,2019-10-07T00:15:34.468,Charging,0.55
1570407396425,2019-10-07T00:16:36.425,Charging,0.56
1570407479054,2019-10-07T00:17:59.054,Charging,0.57
1570407582224,2019-10-07T00:19:42.224,Charging,0.58
1570407644096,2019-10-07T00:20:44.096,Charging,0.59
1570407747234,2019-10-07T00:22:27.234,Charging,0.6
1570407850433,2019-10-07T00:24:10.433,Charging,0.61
1570407953807,2019-10-07T00:25:53.807,Charging,0.62
1570408056894,2019-10-07T00:27:36.894,Charging,0.63
1570408139392,2019-10-07T00:28:59.392,Charging,0.64
1570408221892,2019-10-07T00:30:21.892,Charging,0.65
1570408325013,2019-10-07T00:32:05.013,Charging,0.66
1570408448868,2019-10-07T00:34:08.868,Charging,0.67
1570408552132,2019-10-07T00:35:52.132,Charging,0.68
1570408656413,2019-10-07T00:37:36.413,Charging,0.69
1570408759753,2019-10-07T00:39:19.753,Charging,0.7
1570408883515,2019-10-07T00:41:23.515,Charging,0.71
1570408965636,2019-10-07T00:42:45.636,Charging,0.72
1570409069204,2019-10-07T00:44:29.204,Charging,0.73
1570409171855,2019-10-07T00:46:11.855,Charging,0.74
1570409217471,2019-10-07T00:46:57.471,Locked,0.74
1570409341559,2019-10-07T00:49:01.559,Charging,0.75
1570409466582,2019-10-07T00:51:06.582,Charging,0.76
1570409571602,2019-10-07T00:52:51.602,Charging,0.77
1570409627024,2019-10-07T00:53:47.024,Locked,0.77
1570409633725,2019-10-07T00:53:53.725,Unlocked,0.77
1570409674333,2019-10-07T00:54:34.333,Charging,0.78
1570409777392,2019-10-07T00:56:17.392,Charging,0.79
1570409880209,2019-10-07T00:58:00.209,Charging,0.8
1570409962468,2019-10-07T00:59:22.468,Charging,0.81
