timestamp,UTC time,event,level
1570728930351,2019-10-10T17:35:30.351,Unplugged,0.99
1570729568522,2019-10-10T17:46:08.522,Unlocked,0.99
1570729606135,2019-10-10T17:46:46.135,Unplugged,0.98
1570729667561,2019-10-10T17:47:47.561,Unplugged,0.97
1570729672690,2019-10-10T17:47:52.690,Locked,0.97
1570729674722,2019-10-10T17:47:54.722,Unlocked,0.97
1570729688079,2019-10-10T17:48:08.079,Unplugged,0.96
1570729913614,2019-10-10T17:51:53.614,Unplugged,0.95
1570730056948,2019-10-10T17:54:16.948,Unplugged,0.94
1570730118425,2019-10-10T17:55:18.425,Unplugged,0.93
1570730220918,2019-10-10T17:57:00.918,Unplugged,0.92
1570730262184,2019-10-10T17:57:42.184,Unplugged,0.91
1570730282613,2019-10-10T17:58:02.613,Unplugged,0.9
1570730385113,2019-10-10T17:59:45.113,Unplugged,0.89
